Topics,congress,date,track,sponsor,party,state,topic
13949,116th,2020-04-17,Introduced,"Schiff, Adam B. ",D,CA,Regulations
13950,116th,2020-04-17,Introduced,"Sherman, Brad ",D,CA,Tax Code
13951,116th,2020-04-17,Introduced,"Sherman, Brad ",D,CA,Small Business
13952,116th,2020-04-17,Introduced,"Sherman, Brad ",D,CA,Small Business
13953,116th,2020-04-17,Introduced,"Tlaib, Rashida ",D,MI,Natural Resources
13954,116th,2020-04-17,Introduced,"Tlaib, Rashida ",D,MI,Small Business
13955,116th,2020-04-17,Introduced,"Walorski, Jackie ",R,IN,Tax Code
13956,116th,2020-04-17,Introduced,"Coleman, Bonnie ",D,NJ,Diplomacy
13957,116th,2020-04-17,Introduced,"Wexton, Jennifer ",D,VA,Health Care
13958,116th,2020-04-17,Introduced,"Eshoo, Anna G. ",D,CA,Chemical Substances
13959,116th,2020-04-17,Introduced,"Weber, Randy K.",R,TX,Border
13960,116th,2020-04-21,Introduced,"Scott, Robert C. ",D,VA,Labor / Immigration
13961,116th,2020-04-21,Introduced,"Garamendi, John ",D,CA,Health Care
13962,116th,2020-04-21,Introduced,"Barragan, Nanette Diaz ",D,CA,Health Care
13963,116th,2020-04-21,Introduced,"Henry, Patrick T. ",R,NC,Tax Code
13964,116th,2020-04-21,Introduced,"Meng, Grace ",D,NY,Regulations
13965,116th,2020-04-21,Introduced,"Harder, Josh ",D,CA,Health Care
13966,116th,2020-04-21,Introduced,"Gomez, Jimmy ",D,CA,Health Care
13967,116th,2020-04-21,Introduced,"Smith, Christopher H. ",R,NJ,Labor / Immigration
13968,116th,2020-04-21,Introduced,"Thompson, Glenn ",R,PA,Tax Code
13969,116th,2020-04-21,Introduced,"Rochester, Lisa ",D,DE,Labor / Immigration
13970,116th,2020-04-21,Introduced,"Smith, Adrian ",R,NE,Small Business
13971,116th,2020-04-21,Introduced,"Banks, Jim ",R,IN,Regulations
13972,116th,2020-04-21,Introduced,"Biggs, Andy ",R,AZ,Military
13973,116th,2020-04-21,Introduced,"Bilirakis, Gus M. ",R,FL,Health Care
13974,116th,2020-04-21,Introduced,"Rochester, Lisa ",D,DE,Health Care
13975,116th,2020-04-21,Introduced,"Brown, Anthony G. ",D,MD,Military
13976,116th,2020-04-21,Introduced,"Brown, Anthony G. ",D,MD,Infrastructure
13977,116th,2020-04-21,Introduced,"Cicilline, David N. ",D,RI,Small Business
13978,116th,2020-04-21,Introduced,"Cox, TJ ",D,CA,Health Care
13979,116th,2020-04-21,Introduced,"Crow, Jason ",D,CO,Education
13980,116th,2020-04-21,Introduced,"Doggett, Lloyd ",D,TX,Tax Code
13981,116th,2020-04-21,Introduced,"Fletcher, Lizzie ",D,TX,Budget
13982,116th,2020-04-21,Introduced,"Garcia, Jesus G. ",D,IL,Diplomacy
13983,116th,2020-04-21,Introduced,"Hayes, Jahana ",D,CT,Tax Code
13984,116th,2020-04-21,Introduced,"Houlahan, Chrissy ",D,PA,Health Care
13985,116th,2020-04-21,Introduced,"Kelly, Robin L. ",D,IL,Health Care
13986,116th,2020-04-21,Introduced,"Kelly, Robin L. ",D,IL,Health Care
13987,116th,2020-04-21,Introduced,"Kinzinger, Adam ",R,IL,Regulations
13988,116th,2020-04-21,Introduced,"Kinzinger, Adam ",R,IL,Regulations
13989,116th,2020-04-21,Introduced,"Krishnamoorthi, Raja ",D,IL,Regulations
13990,116th,2020-04-21,Introduced,"Lee, Susie ",D,NV,Infrastructure
13991,116th,2020-04-21,Introduced,"Pappas, Chris ",D,NH,Labor / Immigration
13992,116th,2020-04-21,Introduced,"Pappas, Chris ",D,NH,Health Care
13993,116th,2020-04-21,Introduced,"Perlmutter, Ed ",D,CO,Budget
13994,116th,2020-04-21,Introduced,"Nicolas, Michael F. Q. ",D,GU,Civil Law
13995,116th,2020-04-21,Introduced,"Titus, Dina ",D,NV,Tax Code
13996,116th,2020-04-22,Introduced,"Castro, Joaquin ",D,TX,Border
13997,116th,2020-04-22,Introduced,"Foster, Bill ",D,IL,Border
13998,116th,2020-04-22,Introduced,"Stefanik, Elise M. ",R,NY,Tax Code
13999,116th,2020-04-23,Introduced,"Green, Mark E. ",R,TN,Small Business
14000,116th,2020-04-23,Introduced,"Lucas, Frank D. ",R,OK,Infrastructure
14001,116th,2020-04-23,Introduced,"Beyer, Donald S.",D,VA,Infrastructure
14002,116th,2020-04-23,Introduced,"Biggs, Andy ",R,AZ,Regulations
14003,116th,2020-04-23,Introduced,"Blumenauer, Earl ",D,OR,Small Business
14004,116th,2020-04-23,Introduced,"Case, Ed ",D,HI,Natural Resources
14005,116th,2020-04-23,Introduced,"Griffith, H. Morgan ",R,VA,Infrastructure
14006,116th,2020-04-23,Introduced,"Hayes, Jahana ",D,CT,Health Care
14007,116th,2020-04-23,Introduced,"Levin, Mike ",D,CA,Chemical Substances
14008,116th,2020-04-23,Introduced,"Lynch, Stephen F. ",D,MA,Infrastructure
14009,116th,2020-04-23,Introduced,"Meng, Grace ",D,NY,Education
14010,116th,2020-04-23,Introduced,"Panetta, Jimmy ",D,CA,Military
14011,116th,2020-04-23,Introduced,"Rose, Max ",D,NY,Infrastructure
14012,116th,2020-04-23,Introduced,"Scott, Austin ",R,GA,Budget
14013,116th,2020-04-23,Introduced,"Takano, Mark ",D,CA,Regulations
14014,116th,2020-04-23,Introduced,"Thornberry, Mac ",R,TX,Military
14015,116th,2020-04-23,Introduced,"Waltz, Michael ",R,FL,Small Business
14016,116th,2020-04-24,Introduced,"Bera, Ami ",D,CA,Regulations
14017,116th,2020-04-24,Introduced,"Cardenas, Tony ",D,CA,Health Care
14018,116th,2020-04-24,Introduced,"Cox, TJ ",D,CA,Natural Resources
14019,116th,2020-04-24,Introduced,"Crow, Jason ",D,CO,Health Care
14020,116th,2020-04-24,Introduced,"Dean, Madeleine ",D,PA,Tax Code
14021,116th,2020-04-24,Introduced,"Kuster, Ann M. ",D,NH,Health Care
14022,116th,2020-04-24,Introduced,"Caul, Michael T. ",R,TX,Infrastructure
14023,116th,2020-04-24,Introduced,"Kinley, David B. ",R,WV,Infrastructure
14024,116th,2020-04-24,Introduced,"Meng, Grace ",D,NY,Diplomacy
14025,116th,2020-04-24,Introduced,"Pallone, Frank",D,NJ,Infrastructure
14026,116th,2020-04-24,Introduced,"Speier, Jackie ",D,CA,Border
14027,116th,2020-04-24,Introduced,"Trone, David J. ",D,MD,Diplomacy
14028,116th,2020-04-24,Introduced,"Yoho, Ted S. ",R,FL,Diplomacy
14029,116th,2020-04-28,Introduced,"Yarmuth, John A. ",D,KY,Regulations
14030,116th,2020-04-28,Introduced,"Huizenga, Bill ",R,MI,Tax Code
14031,116th,2020-04-28,Introduced,"Stauber, Pete ",R,MN,Chemical Substances
14032,116th,2020-04-28,Introduced,"Stevens, Haley M. ",D,MI,Labor / Immigration
14033,116th,2020-04-28,Introduced,"Soto, Darren ",D,FL,Tax Code
14034,116th,2020-04-28,Introduced,"Wexton, Jennifer ",D,VA,Health Care
14035,116th,2020-04-28,Introduced,"Axne, Cynthia ",D,IA,Health Care
14036,116th,2020-04-28,Introduced,"Biggs, Andy ",R,AZ,Regulations
14037,116th,2020-04-28,Introduced,"Bonamici, Suzanne ",D,OR,Civil Law
14038,116th,2020-04-28,Introduced,"Garcia, Jesus G. ",D,IL,Health Care
14039,116th,2020-04-28,Introduced,"Hayes, Jahana ",D,CT,Health Care
14040,116th,2020-04-28,Introduced,"Khanna, Ro ",D,CA,Diplomacy
14041,116th,2020-04-28,Introduced,"Powell, Debbie ",D,Po,Health Care
14042,116th,2020-04-28,Introduced,"Neguse, Joe ",D,CO,Regulations
14043,116th,2020-04-28,Introduced,"Quigley, Mike ",D,IL,Civil Law
14044,116th,2020-04-28,Introduced,"Schneider, Bradley Scott ",D,IL,Diplomacy
14045,116th,2020-04-28,Introduced,"Schrier, Kim ",D,WA,Labor / Immigration
14046,116th,2020-04-28,Introduced,"Tonko, Paul ",D,NY,Health Care
14047,116th,2020-05-01,Introduced,"Scott, Robert C. ",D,VA,Education
14048,116th,2020-05-01,Introduced,"Correa, J. Luis ",D,CA,Labor / Immigration
14049,116th,2020-05-01,Introduced,"Plaskett, Stacey E. ",D,VI,Tax Code
14050,116th,2020-05-01,Introduced,"Schakowsky, Janice D. ",D,IL,Health Care
14051,116th,2020-05-01,Introduced,"Schakowsky, Janice D. ",D,IL,Health Care
14052,116th,2020-05-01,Introduced,"Cline, Ben ",R,VA,Education
14053,116th,2020-05-01,Introduced,"Bacon, Don ",R,NE,Tax Code
14054,116th,2020-05-01,Introduced,"Lipinski, Daniel ",D,IL,Health Care
14055,116th,2020-05-01,Introduced,"Axne, Cynthia ",D,IA,Health Care
14056,116th,2020-05-01,Introduced,"Payne, Donald M.",D,NJ,Labor / Immigration
14057,116th,2020-05-01,Introduced,"Demings, Val Butler ",D,FL,Labor / Immigration
14058,116th,2020-05-01,Introduced,"Duncan, Jeff ",R,SC,Budget
14059,116th,2020-05-01,Introduced,"Sablan, Gregorio Kilili Camacho ",D,MP,Health Care
14060,116th,2020-05-01,Introduced,"Steube, W. Gregory ",R,FL,Elections
14061,116th,2020-05-01,Introduced,"Rochester, Lisa ",D,DE,Chemical Substances
14062,116th,2020-05-01,Introduced,"Brown, Anthony G. ",D,MD,Education
14063,116th,2020-05-01,Introduced,"Brown, Anthony G. ",D,MD,Health Care
14064,116th,2020-05-01,Introduced,"Bucshon, Larry ",R,IN,Health Care
14065,116th,2020-05-01,Introduced,"Burchett, Tim ",R,TN,Regulations
14066,116th,2020-05-01,Introduced,"Carter, Earl L. ",R,GA,Diplomacy
14067,116th,2020-05-01,Introduced,"Rush, Bobby L. ",D,IL,Health Care
14068,116th,2020-05-01,Introduced,"Cisneros, Gilbert Ray",D,CA,Civil Law
14069,116th,2020-05-01,Introduced,"Cooper, Jim ",D,TN,Regulations
14070,116th,2020-05-01,Introduced,"Fazio, Peter A. ",D,OR,Budget
14071,116th,2020-05-01,Introduced,"Eshoo, Anna G. ",D,CA,Chemical Substances
14072,116th,2020-05-01,Introduced,"Finkenauer, Abby ",D,IA,Infrastructure
14073,116th,2020-05-01,Introduced,"Green, Al ",D,TX,Budget
14074,116th,2020-05-01,Introduced,"Lee, Sheila ",D,TX,Elections
14075,116th,2020-05-01,Introduced,"Jayapal, Pramila ",D,WA,Labor / Immigration
14076,116th,2020-05-01,Introduced,"Johnson, Henry C. ",D,GA,Civil Law
14077,116th,2020-05-01,Introduced,"Rush, Bobby L. ",D,IL,Tax Code
14078,116th,2020-05-01,Introduced,"Johnson, Henry C. ",D,GA,Regulations
14079,116th,2020-05-01,Introduced,"Keller, Fred ",R,PA,Civil Law
14080,116th,2020-05-01,Introduced,"Kelly, Trent ",R,MS,Chemical Substances
14081,116th,2020-05-01,Introduced,"Kildee, Daniel T. ",D,MI,Labor / Immigration
14082,116th,2020-05-01,Introduced,"Kind, Ron ",D,WI,Tax Code
14083,116th,2020-05-01,Introduced,"Kuster, Ann M. ",D,NH,Elections
14084,116th,2020-05-01,Introduced,"Maloney, Sean Patrick ",D,NY,Tax Code
14085,116th,2020-05-01,Introduced,"Matsui, Doris O. ",D,CA,Infrastructure
14086,116th,2020-05-01,Introduced,"Bath, Lucy ",D,GA,Education
14087,116th,2020-05-01,Introduced,"Powell, Debbie ",D,Po,Education
14088,116th,2020-05-01,Introduced,"Cortez, Alexandria ",D,Co,Tax Code
14089,116th,2020-05-01,Introduced,"Panetta, Jimmy ",D,CA,Health Care
14090,116th,2020-05-01,Introduced,"Porter, Katie ",D,CA,Regulations
14091,116th,2020-05-01,Introduced,"Roy, Chip ",R,TX,Chemical Substances
14092,116th,2020-05-01,Introduced,"Roy, Chip ",R,TX,Regulations
14093,116th,2020-05-01,Introduced,"Ruiz, Raul ",D,CA,Infrastructure
14094,116th,2020-05-01,Introduced,"Thompson, Mike ",D,CA,Health Care
14095,116th,2020-05-01,Introduced,"Trone, David J. ",D,MD,Education
14096,116th,2020-05-01,Introduced,"Velazquez, Nydia M. ",D,NY,Tax Code
14097,116th,2020-05-05,Introduced,"Davids, Sharice ",D,KS,Small Business
14098,116th,2020-05-05,Introduced,"Pappas, Chris ",D,NH,Small Business
14099,116th,2020-05-05,Introduced,"Schakowsky, Janice D. ",D,IL,Health Care
14100,116th,2020-05-05,Introduced,"Kuster, Ann M. ",D,NH,Labor / Immigration
14101,116th,2020-05-05,Introduced,"Thompson, Mike ",D,CA,Budget
14102,116th,2020-05-05,Introduced,"Eshoo, Anna G. ",D,CA,Health Care
14103,116th,2020-05-05,Introduced,"Price, David E. ",D,NC,Education
14104,116th,2020-05-05,Introduced,"Adams, Alma S. ",D,NC,Health Care
14105,116th,2020-05-05,Introduced,"Axne, Cynthia ",D,IA,Budget
14106,116th,2020-05-05,Introduced,"Axne, Cynthia ",D,IA,Tax Code
14107,116th,2020-05-05,Introduced,"Banks, Jim ",R,IN,Small Business
14108,116th,2020-05-05,Introduced,"Barragan, Nanette Diaz ",D,CA,Small Business
14109,116th,2020-05-05,Introduced,"Buchanan, Vern ",R,FL,Infrastructure
14110,116th,2020-05-05,Introduced,"Cartwright, Matt ",D,PA,Labor / Immigration
14111,116th,2020-05-05,Introduced,"Crist, Charlie ",D,FL,Natural Resources
14112,116th,2020-05-05,Introduced,"Crow, Jason ",D,CO,Infrastructure
14113,116th,2020-05-05,Introduced,"Curtis, John R. ",R,UT,Labor / Immigration
14114,116th,2020-05-05,Introduced,"Bene, Suzan K. ",D,WA,Tax Code
14115,116th,2020-05-05,Introduced,"Espaillat, Adriano ",D,NY,Budget
14116,116th,2020-05-05,Introduced,"Gaetz, Matt ",R,FL,Border
14117,116th,2020-05-05,Introduced,"Golden, Jared F. ",D,ME,Health Care
14118,116th,2020-05-05,Introduced,"Harder, Josh ",D,CA,Health Care
14119,116th,2020-05-05,Introduced,"Khanna, Ro ",D,CA,Chemical Substances
14120,116th,2020-05-05,Introduced,"Khanna, Ro ",D,CA,Health Care
14121,116th,2020-05-05,Introduced,"Maloney, Carolyn B. ",D,NY,Tax Code
14122,116th,2020-05-05,Introduced,"Meng, Grace ",D,NY,Civil Law
14123,116th,2020-05-05,Introduced,"Neguse, Joe ",D,CO,Elections
14124,116th,2020-05-05,Introduced,"Peterson, Collin C. ",D,MN,Elections
14125,116th,2020-05-05,Introduced,"Pressley, Ayanna ",D,MA,Budget
14126,116th,2020-05-05,Introduced,"Schrier, Kim ",D,WA,Budget
14127,116th,2020-05-05,Introduced,"Schrier, Kim ",D,WA,Tax Code
14128,116th,2020-05-05,Introduced,"Schrier, Kim ",D,WA,Labor / Immigration
14129,116th,2020-05-05,Introduced,"Scott, Austin ",R,GA,Small Business
14130,116th,2020-05-05,Introduced,"Scott, David ",D,GA,Budget
14131,116th,2020-05-05,Introduced,"Shimkus, John ",R,IL,Natural Resources
14132,116th,2020-05-05,Introduced,"Stauber, Pete ",R,MN,Chemical Substances
14133,116th,2020-05-05,Introduced,"Wenstrup, Brad R. ",R,OH,Small Business
14134,116th,2020-05-05,Introduced,"Wexton, Jennifer ",D,VA,Labor / Immigration
14135,116th,2020-05-05,Introduced,"Young, Don ",R,AK,Border
14136,116th,2020-05-08,Introduced,"Axne, Cynthia ",D,IA,Small Business
14137,116th,2020-05-08,Introduced,"Axne, Cynthia ",D,IA,Budget
14138,116th,2020-05-08,Introduced,"Barr, Andy ",R,KY,Tax Code
14139,116th,2020-05-08,Introduced,"Case, Ed ",D,HI,Natural Resources
14140,116th,2020-05-08,Introduced,"Casten, Sean ",D,IL,Health Care
14141,116th,2020-05-08,Introduced,"Cheney, Liz ",R,WY,Natural Resources
14142,116th,2020-05-08,Introduced,"Clay, Wm. Lacy ",D,MO,Tax Code
14143,116th,2020-05-08,Introduced,"Conaway, K. Michael ",R,TX,Health Care
14144,116th,2020-05-08,Introduced,"Davis, Danny K. ",D,IL,Tax Code
14145,116th,2020-05-08,Introduced,"Davis, Danny K. ",D,IL,Tax Code
14146,116th,2020-05-08,Introduced,"Fazio, Peter A. ",D,OR,Natural Resources
14147,116th,2020-05-08,Introduced,"Bene, Suzan K. ",D,WA,Labor / Immigration
14148,116th,2020-05-08,Introduced,"Delgado, Antonio ",D,NY,Budget
14149,116th,2020-05-08,Introduced,"Delgado, Antonio ",D,NY,Budget
14150,116th,2020-05-08,Introduced,"Doggett, Lloyd ",D,TX,Tax Code
14151,116th,2020-05-08,Introduced,"Emmer, Tom ",R,MN,Education
14152,116th,2020-05-08,Introduced,"Eshoo, Anna G. ",D,CA,Small Business
14153,116th,2020-05-08,Introduced,"Eshoo, Anna G. ",D,CA,Civil Law
14154,116th,2020-05-08,Introduced,"Finkenauer, Abby ",D,IA,Health Care
14155,116th,2020-05-08,Introduced,"Fletcher, Lizzie ",D,TX,Tax Code
14156,116th,2020-05-08,Introduced,"Foster, Bill ",D,IL,Small Business
14157,116th,2020-05-08,Introduced,"Fudge, Marcia L. ",D,OH,Education
14158,116th,2020-05-08,Introduced,"Fudge, Marcia L. ",D,OH,Budget
14159,116th,2020-05-08,Introduced,"Garcia, Sylvia R. ",D,TX,Small Business
14160,116th,2020-05-08,Introduced,"Gomez, Jimmy ",D,CA,Regulations
14161,116th,2020-05-08,Introduced,"Green, Al ",D,TX,Budget
14162,116th,2020-05-08,Introduced,"Grijalva, Raul M. ",D,AZ,Education
14163,116th,2020-05-08,Introduced,"Higgins, Brian ",D,NY,Tax Code
14164,116th,2020-05-08,Introduced,"Kelly, Robin L. ",D,IL,Health Care
14165,116th,2020-05-08,Introduced,"Kim, Andy ",D,NJ,Military
14166,116th,2020-05-08,Introduced,"Kim, Andy ",D,NJ,Tax Code
14167,116th,2020-05-08,Introduced,"Langevin, James R. ",D,RI,Health Care
14168,116th,2020-05-08,Introduced,"Levin, Mike ",D,CA,Civil Law
14169,116th,2020-05-08,Introduced,"Lieu, Ted ",D,CA,Education
14170,116th,2020-05-08,Introduced,"Lieu, Ted ",D,CA,Military
14171,116th,2020-05-08,Introduced,"Lipinski, Daniel ",D,IL,Infrastructure
14172,116th,2020-05-08,Introduced,"Luetkemeyer, Blaine ",R,MO,Natural Resources
14173,116th,2020-05-08,Introduced,"Lujan, Ben Ray ",D,NM,Budget
14174,116th,2020-05-08,Introduced,"Maloney, Sean Patrick ",D,NY,Tax Code
14175,116th,2020-05-08,Introduced,"Govern, James P. ",D,MA,Health Care
14176,116th,2020-05-08,Introduced,"Meeks, Gregory W. ",D,NY,Small Business
14177,116th,2020-05-08,Introduced,"Murphy, Stephanie N. ",D,FL,Tax Code
14178,116th,2020-05-08,Introduced,"Neguse, Joe ",D,CO,Budget
14179,116th,2020-05-08,Introduced,"Cortez, Alexandria ",D,Co,Labor / Immigration
14180,116th,2020-05-08,Introduced,"Cortez, Alexandria ",D,Co,Civil Law
14181,116th,2020-05-08,Introduced,"Pappas, Chris ",D,NH,Infrastructure
14182,116th,2020-05-08,Introduced,"Pappas, Chris ",D,NH,Tax Code
14183,116th,2020-05-08,Failed House,"Phillips, Dean ",D,MN,Small Business
14184,116th,2020-05-08,Introduced,"Posey, Bill ",R,FL,Infrastructure
14185,116th,2020-05-08,Introduced,"Reschenthaler, Guy ",R,PA,Tax Code
14186,116th,2020-05-08,Introduced,"Ruiz, Raul ",D,CA,Infrastructure
14187,116th,2020-05-08,Introduced,"Sablan, Gregorio Kilili Camacho ",D,MP,Chemical Substances
14188,116th,2020-05-08,Introduced,"Sanchez, Linda T. ",D,CA,Tax Code
14189,116th,2020-05-08,Introduced,"Schneider, Bradley Scott ",D,IL,Border
14190,116th,2020-05-08,Introduced,"Sherman, Brad ",D,CA,Tax Code
14191,116th,2020-05-08,Introduced,"Sherman, Brad ",D,CA,Tax Code
14192,116th,2020-05-08,Introduced,"Sherman, Brad ",D,CA,Small Business
14193,116th,2020-05-08,Introduced,"Smith, Adrian ",R,NE,Health Care
14194,116th,2020-05-08,Introduced,"Trahan, Lori ",D,MA,Infrastructure
14195,116th,2020-05-08,Introduced,"Vargas, Juan ",D,CA,Small Business
14196,116th,2020-05-08,Introduced,"Velazquez, Nydia M. ",D,NY,Small Business
14197,116th,2020-05-08,Introduced,"Weber, Randy K.",R,TX,Infrastructure
14198,116th,2020-05-08,Introduced,"Wild, Susan ",D,PA,Health Care
14199,116th,2020-05-08,Introduced,"Wilson, Frederica S. ",D,FL,Border
14200,116th,2020-05-12,Introduced,"Thompson, Mike ",D,CA,Tax Code
14201,116th,2020-05-12,Passed House,"Lowey, Nita M. ",D,NY,Labor / Immigration
14202,116th,2020-05-12,Introduced,"Adams, Alma S. ",D,NC,Budget
14203,116th,2020-05-12,Introduced,"Arrington, Jodey C. ",R,TX,Tax Code
14204,116th,2020-05-12,Introduced,"Balderson, Troy ",R,OH,Small Business
14205,116th,2020-05-12,Introduced,"Biggs, Andy ",R,AZ,Border
14206,116th,2020-05-12,Introduced,"Budd, Ted ",R,NC,Labor / Immigration
14207,116th,2020-05-12,Introduced,"Cleaver, Emanuel ",D,MO,Budget
14208,116th,2020-05-12,Introduced,"Clyburn, James E. ",D,SC,Elections
14209,116th,2020-05-12,Introduced,"Crow, Jason ",D,CO,Health Care
14210,116th,2020-05-12,Introduced,"Davis, Rodney ",R,IL,Health Care
14211,116th,2020-05-12,Introduced,"Davis, Rodney ",R,IL,Labor / Immigration
14212,116th,2020-05-12,Introduced,"Lauro, Rosa L. ",D,CT,Health Care
14213,116th,2020-05-12,Introduced,"Lauro, Rosa L. ",D,CT,Labor / Immigration
14214,116th,2020-05-12,Introduced,"Deutch, Theodore E. ",D,FL,Civil Law
14215,116th,2020-05-12,Introduced,"Eshoo, Anna G. ",D,CA,Education
14216,116th,2020-05-12,Introduced,"Finkenauer, Abby ",D,IA,Regulations
14217,116th,2020-05-12,Introduced,"Gonzalez, Anthony ",R,OH,Tax Code
14218,116th,2020-05-12,Introduced,"Green, Al ",D,TX,Small Business
14219,116th,2020-05-12,Introduced,"Green, Al ",D,TX,Small Business
14220,116th,2020-05-12,Introduced,"Haaland, Debra A. ",D,NM,Natural Resources
14221,116th,2020-05-12,Introduced,"Heck, Denny ",D,WA,Budget
14222,116th,2020-05-12,Introduced,"Holding, George ",R,NC,Tax Code
14223,116th,2020-05-12,Introduced,"Houlahan, Chrissy ",D,PA,Health Care
14224,116th,2020-05-12,Introduced,"Huffman, Jared ",D,CA,Budget
14225,116th,2020-05-12,Introduced,"Kilmer, Derek ",D,WA,Tax Code
14226,116th,2020-05-12,Introduced,"Luria, Elaine G. ",D,VA,Education
14227,116th,2020-05-12,Introduced,"Eachin, A. Donald ",D,VA,Infrastructure
14228,116th,2020-05-12,Introduced,"Cortez, Alexandria ",D,Co,Small Business
14229,116th,2020-05-12,Introduced,"Cortez, Alexandria ",D,Co,Labor / Immigration
14230,116th,2020-05-12,Introduced,"Pappas, Chris ",D,NH,Infrastructure
14231,116th,2020-05-12,Introduced,"Phillips, Dean ",D,MN,Small Business
14232,116th,2020-05-12,Introduced,"Phillips, Dean ",D,MN,Regulations
14233,116th,2020-05-12,Introduced,"Phillips, Dean ",D,MN,Health Care
14234,116th,2020-05-12,Introduced,"Phillips, Dean ",D,MN,Health Care
14235,116th,2020-05-12,Introduced,"Pocan, Mark ",D,WI,Elections
14236,116th,2020-05-12,Introduced,"Porter, Katie ",D,CA,Tax Code
14237,116th,2020-05-12,Introduced,"Ruiz, Raul ",D,CA,Health Care
14238,116th,2020-05-12,Introduced,"Schneider, Bradley Scott ",D,IL,Health Care
14239,116th,2020-05-12,Introduced,"Schrier, Kim ",D,WA,Health Care
14240,116th,2020-05-12,Introduced,"Spanberger, Abigail Davis ",D,VA,Health Care
14241,116th,2020-05-12,Introduced,"Takano, Mark ",D,CA,Health Care
14242,116th,2020-05-12,Introduced,"Thompson, Glenn ",R,PA,Tax Code
14243,116th,2020-05-12,Introduced,"Titus, Dina ",D,NV,Chemical Substances
14244,116th,2020-05-12,Introduced,"Trone, David J. ",D,MD,Health Care
14245,116th,2020-05-12,Introduced,"Turner, Michael R. ",R,OH,Labor / Immigration
14246,116th,2020-05-12,Introduced,"Underwood, Lauren ",D,IL,Health Care
14247,116th,2020-05-12,Introduced,"Velazquez, Nydia M. ",D,NY,Chemical Substances
14248,116th,2020-05-12,Introduced,"Wilson, Frederica S. ",D,FL,Elections
14249,116th,2020-05-13,Introduced,"Bass, Karen ",D,CA,Health Care
14250,116th,2020-05-13,Introduced,"Horsford, Steven ",D,NV,Health Care
14251,116th,2020-05-13,Introduced,"Meeks, Gregory W. ",D,NY,Tax Code
